Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_studio,spark,aws,excel
Data Analyst,"$35K-$68K
(Glassdoor est.)","Why TrueAccord?

Debt collection is failing consumers. Every year, 77 Million Americans have negative experiences with the collections process, and they deserve a better approach - one that is more relevant, more digital, and less abrasive. That’s why banks, lenders, and industry leaders are coming to TrueAccord for innovative solutions recovering outstanding receivables.

TrueAccord is a category-defining company. We combine machine learning with a human based approach to assist both clients and consumers through a challenging financial process. With a world-class leadership team, passionate and driven team members, and a diverse and growing client base, TrueAccord is well positioned for continued success. Come join our team and disrupt a multi-billion dollar industry that’s been waiting for change.

The Role

TrueAccord’s Analytics team is responsible for driving our business forward with data. The Data Analyst will join a team of highly motivated people who take the TrueAccord mission seriously and are determined to succeed. The core objective of this role is the development and delivery of analyses to cultivate TrueAccord’s strategies and maximize client performance.

As a Data Analyst, you will take an active role in highly complex/sensitive projects, using data and behavioral analytics to intimately understand the debtor population and what levers will affect cohort performance. You will conduct deep explorations into our data to identify trends, produce insights, and build predictive capabilities. You will gather key insights around our product, operations, and performance, and will deliver these to stakeholders to enable informed decision making. This is an exciting, high-profile role that has significant impact on TrueAccord and is integral to the company's success.
Responsibilities
Use applied and behavioral analytics to analyze performance trends and optimize strategy execution.
Conduct root cause analyses to identify and understand key performance drivers.
Produce accountability for business outcomes through KPI creation and monitoring.
Develop forecast models to predict key production drivers and future performance, ensuring accuracy of longer-term strategy views.
Create metrics to track and improve operational efficiency and productivity.
Establish quantitative relationships between production levels and performance to enable opportunity sizing and scenario planning.
Deliver ad-hoc analytical support or reporting using a variety of concepts, practices, and data sources.
Routinely interact with key stakeholders to present performance information or findings from any assigned analyses.
Manage large amounts of data to develop solutions.
Ensure data integrity through the development and use of system controls.
Requirements
A minimum of 2 years of experience using quantitative data analysis to solve problems and drive performance is required
BS/MS degree in an analytical discipline: finance, statistics, physics, applied mathematics, computer science, information systems, engineering, etc.
Ability to build complex models, perform deep analyses, and turn raw data into useful information
A deep understanding of statistical analysis, modeling, experiment design, and common pitfalls of data analysis
Fluency in SQL
Ability to drill into root causes and answer not only “Why” but also “So What”
Ability to present complex information and deliver insights to business partners clearly and concisely
Attention to detail and accuracy, while maintaining a solid awareness of the big picture, are extremely important
Strong interpersonal skills and ability to work effectively, both in a team environment and across operational groups
Must be able to work effectively with little direct supervision and in the face of ambiguity, shifting priorities, and multiple deadlines
Nice to Have
Experience in Financial Services industry--with bonus points coming from relevant experience in the debt collections space
Experience with scenario planning (i.e., “What if” analyses), including the successful use of assumptions in place of key data points
Ability to use data-driven insights to influence process improvements.
Competency with data visualization or business intelligence tools such as Looker, Tableau, or Power BI.
Familiarity with a statistical language such as R or Python.
What TrueAccord offers you + Culture & Benefits

TrueAccord is headquartered in San Francisco and opened a new office in Lenexa, KS in April 2019. We offer a healthy work environment that continuously builds an inclusive & diverse culture where everyone is able to develop the best version of themselves. We are a dynamic group of people who are subject matter experts with a passion for change (and a strong Giphy game).

We promote work/life harmony and increased productivity. Company events are held for all our teams to come together, have fun and learn about one another.

Our teams are crafting solutions to big problems every day. If you’re looking for an opportunity to do impactful work, join TrueAccord and make a difference.


Our Dedication to Diversity & Inclusion

TrueAccord is an equal opportunity employer. We promote, value, and thrive with a diverse & inclusive team. Different perspectives contribute to better solutions and this make us stronger every day. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.3,"TrueAccord Corp
3.3","Lenexa, KS",-1,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,35,68,51.5,"TrueAccord Corp
", KS,0,7,1,0,0,0,0
Data Scientist/Machine Learning,"$93K-$149K
(Glassdoor est.)","Data Scientist/Machine Learning

Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to leverage state-of-art ML and AI technologies to build the next-generation self-driving network solution, which can take actions on behalf of or together with human experts to automatically monitor, detect and remediate common network issues. The team includes a group of experienced and talented data scientists and data science engineers, and builds the end-to-end data analytics infrastructure and ML models of the product.

Now we are looking for a Senior Data Scientist to help define and expand this mission. As a data scientist, you will collaborate with product managers and domain experts to identify use-impacting real customer problems, use your deep DS/ML knowledge to develop data-driven solution with terabytes data, and work closely with data engineers to implement and scale the models in production.

Qualifications/Requirements:
• MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background
• Excellent understanding of machine learning techniques and algorithms, including clustering, anomaly detection, optimization, neural network etc
• 3+ years experiences building data science-driven solutions including data collection, feature selection, model training, post-deployment validation
• Strong hands-on coding skills (preferably in Python) processing large-scale data set and developing machine learning models
• Familiar with one or more machine learning or statistical modeling tools such as Numpy, ScikitLearn, MLlib, Tensorflow
• Good team worker with excellent communication skills written, verbal and presentation

Desired Experience:
• Experience with AWS, S3, Flink, Spark, Kafka, ElasticSearch
• Knowledge and experience with NLP technology
• Previous work in a start-up environment

Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks, Inc.
3.8","Cupertino, CA",-1,5001 to 10000 Employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149,121.0,"Juniper Networks, Inc.
", CA,0,24,1,0,1,1,1
Sr Data-Applied Scientist-PCCI,"$12K-$112K
(Glassdoor est.)","Looking for your next opportunity? If so, choose PCCI and discover what a meaningful job feels like. Whether you work directly with patients or use your talent to support our care, you’ll be part of a team that’s providing valuable health services to Dallas County residents. And here, you’ll have the opportunity to put all your skills to work, and the support to grow and advance in your job and your field. Step into a career that will make a substantial difference for our patients—and for you. We blend cultures, talents, and experience into an exemplary health and hospital system. Parkland has earned distinction as one of America’s Best Hospitals by U.S News and World Report every year since 1994.

Primary Purpose :As an experienced data analytic scientist, will be responsible for coordinating specific phases of data analytics (extraction, analysis, manipulation, synthesis, summary, validation, testing, and maintenance) with the objective of creating and building predictive models and algorithms for clinical and operational initiatives as identified by PCCI.

Minimum Specifications:

Education : Must have a Master's Degree in Statistics, Applied Mathematics, Informatics, Computer Science, Operations Research, or a related field.

Experience : Must have three (3) years of experience in analysis of business related data and information systems. Must have research and development experience on predictive modeling, data mining and management, and other advanced analytics in the development of business intelligence and technology transfer. Must have experience developing data mining solutions using various statistical software packages (Ex: R, Python, etc.) Prefer experience working with healthcare organizations and healthcare applications. Prefer experience working within a complex, academic healthcare organization.

Equivalent Education and/or Experience : May have an equivalent combination of education and experience to substitute for both the education and the experience requirements.

Certification/Registration/Licensure : None Required

Tests for Placement : None

Skills or Special Abilities: Must be able to demonstrate an expert knowledge of statistical methods, concepts, practices, procedures, and their application. Must have a strong understanding of healthcare inpatient and outpatient operations and regulatory requirements. Must be able to demonstrate a comprehensive level of knowledge with regard to healthcare software design and development. Must be able to demonstrate expert level critical thinking skills to solve challenging advanced analytics problems and provide solid solutions. Must demonstrate comprehensive knowledge of : IS operational policies, procedures, and standards. Application features and their integration capabilities .Business process analysis and redesign, including benefits engineering . Statistical methods, concepts, practices, and procedures used for health outcome research. High deduction skills : must be able to use fundamental analysis and reasonable judgments to deduce answers for complex issues. Must have a strong commitment to customer service. Must have demonstrated experience and strong commitment to benefits engineering and performance metrics. Must be able to demonstrate excellent written and verbal communication skills, including presentation skills. Must understand and engage audience to achieve the best results. Must be flexible and be able to prioritize and reprioritize projects in line with Parkland Center for Clinical Innovation's leaders to meet deadline and deliverables. Must demonstrate exceptional abilities for high level comprehension of projects and environment as well as remain extremely detail oriented for tasks and responsibilities. Must be independent and reliable with the ability to drive initiatives to completion. Must have knowledge of word processing, spreadsheet, data management, and statistical analysis software. Must demonstrate excellent knowledge and experience using different software including STATA, SPSS, SAS, Python, and others performing data cleaning, manipulation, processing, management, and statistical analysis.

Parkland Health and Hospital System prohibits discrimination based on age (40 or over), race, color, religion, sex (including pregnancy), sexual orientation, gender identity, gender expression, genetic information, disability, national origin, marital status, political belief, or veteran status.

Nearest Major Market: Dallas
Nearest Secondary Market: Fort Worth
Job Segment:
Business Process, Management",4.4,"Parkland Center for Clinical Innovation (PCCI)
4.4","Dallas, TX",-1,1 to 50 Employees,2012,Nonprofit Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,12,112,62.0,"Parkland Center for Clinical Innovation (PCCI)
", TX,0,8,1,0,0,0,1
Data Scientist,"$80K-$134K
(Glassdoor est.)","Company Description

MMIT is growing from the leading drug coverage data business into a comprehensive, integrated market access company serving pharmaceutical manufacturers, health insurers, PBMs and healthcare IT companies. Their suite of applications is designed to manage an ever-changing proprietary set of pharmacy and medical benefit information and to provide a structured view of complex market access information. By embedding their data and SaaS applications across healthcare, they help ensure transparency, consistency and informed prescription decisions across the MMIT Network. They partner with hundreds of payers and pharma manufacturers ensuring that their products continually capture and analyze coverage and restriction criteria for more than 98% covered lives.

Team Overview

The MMIT Product Management Team is charged with developing, growing and maintaining the MMIT product portfolio that smooth access to lifechanging therapies. This entails managing products through all phases of the product lifecycle, from concept to sunset. The product management team embraces a market-backed perspective, champions unmet client needs, and is committed to a highly accountable and collaborative Product Management approach.

Job Description

MMIT is seeking experienced Data Scientists to meaningful contributes to the growth and development of the MMIT product portfolio. Ideal candidates are comfortable working with large, complex data sets to help inform, simplify and actualize key product capabilities. They will have comfort collaborating with various stakeholders and navigating ambiguity with limited direction. They will dedicate themselves to understanding the MMIT product portfolio (both current capabilities and future product roadmaps) and key data dependencies to inform data models, architecture, and new product development.

To succeed in this role, you will apply your skillset to

· Inform, create and/or maintain master data hierarchy, attributes and structure.

· Bridge claims data and coverage data – Refine existing rules and create and continually improve new methods for accurately assigning pharmacy and medical claims volumes to MMIT controller entities

· Apply data science to the creation of short and long form geographic market and controller entity descriptive narratives (NLP / NLG)

· Translate product management strategy into actionable data science deliverables, guiding development of data models, business rules and other advanced analytical capabilities

· Excel at communicating across a broad set of cross-functional stakeholders.

· Work collaboratively with MMIT product and data teams to develop and/or commercialize analytics use cases that may include market access, coverage / lives, and RWE data

· Effectively partner with external organizations including clients and vendors to develop meaning and projectable analytics about trends in market access dynamics across payers, geographies, indications, drugs, etc.

· Identify and evaluate additional data sources that could be integrated in value enhancing ways.

· Build reports, dashboards and/or other analyses as needed and/or as specific initiatives arise.

· Support various commercial or commercialization efforts as needed.

· Take a leading role in developing data science as a discipline across product management, development and data operations.

Qualifications

Relevant Skills and Experiences

· Postgraduate degree or higher involving machine learning, statistics, or computer science

· Experience of statistical / machine learning projects in academia or commercial sector end to end with proven delivery capability including capturing requirements, designing analysis plans, interfacing with clients and report / manuscript writing

· Experience in applying Natural Language Processing and related AI capabilities.

· Experience working with large and complex healthcare datasets, preferably patient-level longitudinal data and experience with studies of treatment effectiveness/outcomes, disease progression, adherence, healthcare utilization, patient journey, sales targeting, prescription/procedure volumes/shares, provider networks and prescribing/treatment patterns, etc

· Strong related programming skills including experience with good coding practices and a thorough understanding of the data science package landscape. Familiarity with Tableau and PowerBI a plus.

· Familiarity with agile software development practices

· Excellent written and spoken communication skills, including ability to present technical concepts to lay audiences, write analysis plans for projects, contribute to proposals / grant applications, pitch ideas effectively and persuasively to clients / internal stakeholders, etc.

· Demonstrated ability to work both collaboratively to solve complex problems and individually to research/advance areas of interest and exploration

· Proven ability to develop meaningful/valuable analytic insights from multiple data sources and support value through commercialization

Preferred candidates may also have

· Experience supporting or launching Data and Analytics or SaaS-based enterprise product

· Experience in managed markets and pharma market access ecosystem

· Experience in the commercial health insurance industry

· Knowledge of payer marketing, drug development lifecycle and drug launch process

Additional Information

All your information will be kept confidential according to EEO guidelines.

Position will be based in Livingston NJ or Yardley PA

(highly qualified remote applicants will be considered)

Travel Requirements:

Approximately <10>",3.9,"Managed Markets Insight & Technology, LLC
3.9","Yardley, PA",-1,201 to 500 Employees,1994,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,80,134,107.0,"Managed Markets Insight & Technology, LLC
", PA,0,26,0,0,0,0,1
Data Scientist,"$83K-$144K
(Glassdoor est.)","By clicking the Apply button, I understand that my employment application process with Takeda will commence and that I agree with Takedas Privacy Notice, Privacy Policy and Terms of Use.

Job Description


Takeda is looking for a Data Scientist to join our Data Engineering and Artificial Intelligence team. We are looking for a Data Scientist who can use their Machine Learning, Deep Learning, Data Wrangling and Presentation skills to help deliver insights for our most difficult questions. You will work with the rest of the team to enable Takeda to continue its journey of data maturity, delivering outputs while educating others. You will be helping to solve some of the biggest question at Takeda and for healthcare in general.

Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Data Scientist in our Cambridge, MA location.

POSITION OBJECTIVES:
Apply machine learning, deep learning and other advanced techniques while performing Data Analysis engagements. This is against structured and un-structured data sets, at small and large scale.
Independently perform complex analysis using modern Data Science techniques against structured or unstructured data to generate insights.
Provide mentorship to other Data Engineers, Data Scientists and Data Specialists across R&D and Vaccines at Takeda as we elevate our data IQ across the organization.
Deliver critical analysis against Takedas toughest data problems to give us critical insight to the organizations largest questions.
POSITION ACCOUNTABILITIES:
Perform machine learning, deep learning and other advanced data techniques at a level of quality that can be defended to peers across organizations.
Introduce novel and state-of-the-art computational techniques to other teams and scientists to improve capabilities for data analysis with the purpose of deriving better insights from available datasets.
Understanding and usage of different Supervised and Unsupervised learning techniques, their biases, how and when to apply them and which methods are the best for a particular analysis.
Ability to wrangle raw data sets into a format that can have advanced methods applied against the resulting data.
Work independently to solve difficult technology and data problems.
Demonstrate usage of advanced tooling and techniques to other technical organizations throughout the company.
EDUCATION, BEHAVIORAL COMPETENCIES AND SKILLS:

Required
Masters Degree or PhD in Computer Science, Data Science or equivalent
3+ years experience or a PhD and relevant project / coursework
Expertise with the Application of Machine Learning and / or Deep Learning
Up-to-date knowledge of data wrangling and analysis technologies
Experience with Spark
Ability to manipulate voluminous data with different degree of structuring across disparate sources to build and communicate actionable insights for internal or external parties
Possesses strong personal skills to portray information
Ability to work in an agile and rapid changing environment with high quality deliverables
Experience with two of the following languages: Python, R, Java or Scala
Experience with deep learning frameworks: TensorFlow, MX Net
Working knowledge of SQL and NoSQL datastores
Preferred
Experience in a scientific environment
Experience with Reinforcement Learning
WHAT TAKEDA CAN OFFER YOU:
401(k) with company match and Annual Retirement Contribution Plan
Tuition reimbursement Company match of charitable contributions
Health & Wellness programs including onsite flu shots and health screenings
Generous time off for vacation and the option to purchase additional vacation days
Community Outreach Programs
Empowering Our People to Shine

Discover more at takedajobs.com

No Phone Calls or Recruiters Please.

#LI-JV1

Locations


Cambridge, MA

Worker Type


Employee

Worker Sub-Type


Regular

Time Type


Full time",3.7,"Takeda Pharmaceutical Company Limited
3.7","Cambridge, MA",-1,10000+ Employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,83,144,113.5,"Takeda Pharmaceutical Company Limited
", MA,0,239,1,0,1,0,0
Systematic Trading Data Scientist,"$49K-$85K
(Glassdoor est.)","Job Description:
Data Science & Product Development


Shape the future of electronic trading products through data and quantitative expertise, and enhance trading experience with predictive science, machine learning and optimization.

The Team


Systematic Trading and Analytics Platform team develops trading capabilities and provides quantitative expertise to the design of next-generation brokerage products in equity, fixed income and prime market. We build trading infrastructure and create trading algorithms to help clients achieve best execution. We work with clients to improve their trading strategy, educate them about market structure and trading tools, and provide consultation to help them solve their unique problems.

The Expertise You Have
A Masters or Ph.D.s degree in Engineering, Computer Science, Applied Mathematics or other relevant quantitative discipline
Minimum 3 years of experience in TCA and equity algorithmic strategy development
Series 7 and 57
The Skills You Bring
Your knowledge in equity market, brokerage business, securities industry rules and regulations
Your experience with Python, KDB/Q or Snowflake to see and understand large amount of data
Your ability to build engineering systems, evaluate and optimize trading algos, routers and venues
Your in-depth data science, machine learning and analytical knowledge to let data tell stories
Your leadership and presentation skill to influence product directions
The Value You Deliver
Crafting and Developing automated detailed trading system
Analyzing trading data and developing models to build impactful insights for performance improvement
Working closely with internal partners and technology team to deliver robust, scalable solutions
Serving as subject matter expert on assigned product(s) and related market segment
Building and improving trading algorithms to achieve best execution for our clients
Certifications:
Category:
Capital Markets Electronic Trading",4.0,"Fidelity Management and Research LLC
4.0","Boston, MA",-1,10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,49,85,67.0,"Fidelity Management and Research LLC
", MA,0,74,1,0,0,0,0
Jr. Data Analyst,"$39K-$68K
(Glassdoor est.)","Are you ready to make a change? Are you ready to take healthcare to the next level? Then it’s time to join the nation’s leading medical practice association - MGMA.

Here is what you can expect when you join our team:
Competitive pay
Insurance benefits & matching 401k
3 weeks’ vacation
Tuition assistance
On-site fitness center
Volunteer opportunities
About the Role

The Data Solutions department currently has an exciting opportunity for an Jr. Data Analyst to join their team. The Jr. Data Analyst will be responsible for assisting in the verification of data used to produce nationally recognized health care survey products. Duties for this position will include working collaboratively on cross functional teams to review questionnaires, reports, and tools; edit data, interface with customers, prepare survey related mailings, and research product usage and satisfaction. The position will have the opportunity to be involved in exciting projects and work in a great team environment! The ideal Jr. Data Analyst has a passion for learning, works well independently and as a team, and enjoys providing excellent customer service!

Responsibilities
Aid in survey project development.
Provide daily customer support for survey and data product inquiries via phone path and email.
Edit and verify data on returned survey questionnaires, contact survey respondents to verify reported information when needed.
Review and update survey products on MGMA store.
Monitor Member Communities for member generated questions, content and tools and provide feedback for team discussion at daily standups.
Participate in the promotion and marketing of survey participation.
Review and update survey products on MGMA store and web.
Continually monitor and report participation for each survey cycle by reviewing the results and effectiveness of marketing/RE tactics through Eloqua.
Develop and distribute educational materials for surveys and data products.
Participate in review and testing of survey platform, reports, and tools.
Audit process documentation, verify processes with team, and update as necessary.
About You
Bachelor’s Degree in health or business administration, psychology, sociology, statistics, quantitative methods or related field.
1-2 years of experience in health care or business administration, survey research, marketing research or related field.
Exhibits understanding of descriptive statistics.
Knowledge of survey design, sampling, evaluation, and assessment a plus.
Strong skills in Microsoft Office Suite.
About MGMA

Medical Group Management Association (MGMA) is the premier association for professionals who lead medical practice. Since 1926, through data, people, insights, and advocacy, MGMA empowers medical group practices to innovate and create meaningful change in healthcare. With a membership of more than 40,000 medical practice administrators, executives, and leaders, MGMA represents more than 12,500 organizations of all sizes, types, structures and specialties that deliver almost half of the healthcare in the United States.

View all MGMA's open career opportunities here: www.mgma.com/about/careers.",1.9,"MGMA-ACMPE
1.9","Denver, CO",-1,51 to 200 Employees,1926,Nonprofit Organization,Membership Organizations,Business Services,$25 to $50 million (USD),-1,0,0,39,68,53.5,"MGMA-ACMPE
", CO,0,94,0,0,0,0,1
Data Scientist (Engineering),"$116K-$181K
(Glassdoor est.)","Zynga is a leading developer of the world’s most popular social games that are played by people around the world every single day. To-date, more than 1 billion people have played our games across Web and mobile, including Words With Friends, FarmVille, Zynga Poker, Merge Dragons, Empires & Puzzles, Hit it Rich! Slots and CSR.

Zynga’s Marketing Data Science and Analytics team uses our outstanding and expansive data to deliver fundamental insights on who our audience is, how they engage with our games, and what are the best ways to acquire them. We strive for a better understanding of our players which translates into challenges and features that delight them.

Here’s where you would come in: identify and formalize problems related to campaign optimization. Design and develop systems and services to optimize campaigns at scale. Be innovative, be creative, use every bit of that key commodity – data. Millions of people play Zynga games every day, so our data is tremendously rich, and we have a lot of it!

We will rely on you to communicate your findings to your peers – both technical and non-technical. Your solutions to difficult problems will need to be demonstrably impactful, visual and maintainable. You will collaborate with engineering teams to build proof-of-concept and MVPs of campaign bidders and optimizers. You will collaborate with User Acquisition Managers, Product Managers, and Engineers to deliver business impact.

Responsibilities:
Design and implement scalable systems and models to experiment with campaigns and creatives across channels and acquire users at scale
Work with large amounts of data to find and realize opportunities to acquire and re-target users profitably delivering unambiguous business metric impact
Craft effective campaign strategies to acquire users across a multitude of user acquisition channels
Drive and empower user acquisition team to make quantitatively informed, evidence based decisions - through custom visualizations, and ETLs to augment user data
Design, test, verify and implement machine learning models with Zynga’s games that impact millions of users. Models may include but not limited to LTV modelling, campaign bid recommendations, budget allocation, clustering/segmentation, forecasting, fraud detection, and / or reinforcement learning
Build prototypes and MVPs of services and applications that improve effectiveness of campaigns, creatives, ad networks and/or user segments.
Required Skills and Experience:
B.S. or B.A. in Math, Statistics, Comp Sci, Engineering, or other quantitative field required; Masters, MBA or PhD preferred
5+ years of relevant work experience in data science or analytics role in a Marketing Analytics or a User Acquisition Analytics Team
Familiar with mobile performance marketing and/or user acquisition landscape
Strong experience in SQL;
Proficient in Python; Proven fundamental programming skills (algorithms, data structures, OOP, OS, Networking, AWS Cloud); Ability to design distributed systems
Ability to build and maintain software services and systems at scale; experience in deploying services in at least one cloud provider (AWS, Google Cloud or Azure)
Proven experience with some of the following: machine learning, predictive modeling, deep learning
Experience in analyzing large datasets, preferably in a Hadoop or Spark environment, and deploying production ready systems at scale
Strong written and oral communication skills
Strong passion for gaming and performance marketing!
Zynga is an equal opportunity employer. We are proud of our broad community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome job-seekers, players, employees, and partners from all backgrounds. Join us!

We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.",4.2,"Zynga
4.2","Austin, TX",-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1,0,0,116,181,148.5,"Zynga
", TX,0,13,1,0,1,1,0
Data Scientist,"$95K-$118K
(Glassdoor est.)","Data Scientist
In this role, you will be set on a constant “treasure hunt” for new data sources to apply the latest techniques for modeling and data analysis. You will be part of a team driving the profit and customer growth of this growing insurance agency.
Essential Functions and Responsibilities
Working with internal and external data to understand and accurately predict:
Shopping behavior;
Retention behavior;
Quote and conversion rates;
Retention and lifetime customer value;
Contribution to overall margin;
Customer satisfaction; and
Other drivers of success you identify worthy of analysis.
Qualifications and Education
Knowledge of new and innovative modeling and statistical techniques – a relevant specialty is preferred.
Detail orientation – attention and desire to work on large data “crunching” projects.
Strong written and oral communication skills and a proven ability to communicate technical concepts to both technical and non-technical audiences.
Creative thinker with the ability to synthesize information from various sources and apply that information to concrete business problems.
Ability to work with and understanding of the merits of various data structures.
Proficiency with the latest modeling software and techniques, such as SAS, R, Python or Tableau.
Ability to understand the need to balance predictive power, interpretability, and ease of implementation.

Education:
An advanced degree in mathematics, machine learning, economics, statistics or a related field.
About the Company
The Plymouth Rock Company and its affiliated group of companies write and manage over $1.4 billion in personal and commercial auto and homeowner’s insurance throughout the Northeast and mid-Atlantic, where we have built an unparalleled reputation for service. We continuously invest in technology, our employees thrive in our empowering environment, and our customers are among the most loyal in the industry. The Plymouth Rock group of companies employs more than 1,800 people and is headquartered in Boston, Massachusetts. Plymouth Rock Assurance Corporation holds an A.M. Best rating of “A-/Excellent”.",3.5,"Plymouth Rock Assurance Corporation
3.5","Boston, MA",-1,1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,0,0,95,118,106.5,"Plymouth Rock Assurance Corporation
", MA,0,38,1,0,0,0,1
Data Scientist,"$65K-$109K
(Glassdoor est.)","Description

SAIC is seeking an individual for a Data
Analytics role to join the Space and Missions Group (SMSG). SMSG provides
specialized program management, engineering, analysis and operations support to
a variety of Intelligence Community (IC) and Department of Defense (DoD)
customers. You would support the cutting-edge programs in national
security-related systems based in space, in the air and on the ground.

This Data Analytics role will work in a collaborative
team-focused environment with technical understanding and practical
application in prototyping, designing, and
integrating niche tools which will be used in an analytical environment.
This position will help progress, establish, incorporate, and advance current
and promising concepts to inform tactical decision making timelines. Your role
is to provide needed knowledge and proficiency to develop algorithms, support
modeling and simulation efforts and provide data analytic skills to conduct
analyses to support physics-based modeling for Indications and Warning
platforms and sensor systems in the defensive space domain. This position
is available immediately and is in direct support to the community’s space
situational awareness mission.

Responsibilities include but are not limited to:

- Conduct analysis of mission data
applicable to defensive space domain to promote awareness and understanding
about threat behaviors and vulnerabilities
Formulate and interpret problems in mathematical or computational terms
Design, develop, use, and evaluate mathematical models, methods, and
algorithm application to explore concepts and solve problems for the customer
Develop, maintain, and enhance complex and diverse software algorithms (e.g.
processing-intensive analytics, novel process development, manipulation of
large data sets)
Advance and progress space-based models for integration into simulation
scenarios

- Research analysis products and
tools for possible integration to enhance Modeling & Simulation framework

- Create
new tools and applications using a variety of software languages, frameworks,
and libraries
Improve, support, and test a Modeling &
Simulation framework to support other team member’s analysis work

- Refine and enhance existing applications to better meet the
customer’s mission
Code, test, and maintain internally developed mathematical software
tools

Qualifications

A Bachelor's Degree in Mathematics, Physics, Information Technology
field, Operations Research or related discipline is required
Five or more years of experience of demonstrated
on-the-job knowledge of providing data analytics solutions
Demonstrated proficiency in programming languages such as Python, C/C++,
Java, .NET on windows and UNIX systems as appropriate
Hands-on experience creating algorithms and engineering tools for data
processing and modeling and simulation
Practical understanding in modeling and simulation with a focus on
optimization, including theoretical and numerical methods for analysis of
current and future systems
Must have the aptitude and attitude to tackle
unsolved technical challenges
Capability to distill complex problems into
digestible structures/formats
Active TS/SCI",3.8,"Science Applications International Corporation, Inc.
3.8","Chantilly, VA",-1,10000+ Employees,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,0,0,65,109,87.0,"Science Applications International Corporation, Inc.
", VA,0,7,1,0,0,0,0
